Codepoint,Form,Name
"1DA6A","◌𝩪","SIGNWRITING NECK"
"1DA6B","◌𝩫","SIGNWRITING HAIR"
"1DA6C","◌𝩬","SIGNWRITING EXCITEMENT"
"1DA75","◌𝩵","SIGNWRITING UPPER BODY TILTING FROM HIP JOINTS"
"1DA84","◌𝪄","SIGNWRITING LOCATION HEAD NECK"
"1DA9B","◌𝪛","SIGNWRITING FILL MODIFIER-2"
"1DA9C","◌𝪜","SIGNWRITING FILL MODIFIER-3"
"1DA9D","◌𝪝","SIGNWRITING FILL MODIFIER-4"
"1DA9E","◌𝪞","SIGNWRITING FILL MODIFIER-5"
"1DA9F","◌𝪟","SIGNWRITING FILL MODIFIER-6"
"1DAA1","◌𝪡","SIGNWRITING ROTATION MODIFIER-2"
"1DAA2","◌𝪢","SIGNWRITING ROTATION MODIFIER-3"
"1DAA3","◌𝪣","SIGNWRITING ROTATION MODIFIER-4"
"1DAA4","◌𝪤","SIGNWRITING ROTATION MODIFIER-5"
"1DAA5","◌𝪥","SIGNWRITING ROTATION MODIFIER-6"
"1DAA6","◌𝪦","SIGNWRITING ROTATION MODIFIER-7"
"1DAA7","◌𝪧","SIGNWRITING ROTATION MODIFIER-8"
"1DAA8","◌𝪨","SIGNWRITING ROTATION MODIFIER-9"
"1DAA9","◌𝪩","SIGNWRITING ROTATION MODIFIER-10"
"1DAAA","◌𝪪","SIGNWRITING ROTATION MODIFIER-11"
"1DAAB","◌𝪫","SIGNWRITING ROTATION MODIFIER-12"
"1DAAC","◌𝪬","SIGNWRITING ROTATION MODIFIER-13"
"1DAAD","◌𝪭","SIGNWRITING ROTATION MODIFIER-14"
"1DAAE","◌𝪮","SIGNWRITING ROTATION MODIFIER-15"
"1DAAF","◌𝪯","SIGNWRITING ROTATION MODIFIER-16"
"1E000","◌𞀀","COMBINING GLAGOLITIC LETTER AZU"
"1E001","◌𞀁","COMBINING GLAGOLITIC LETTER BUKY"
"1E002","◌𞀂","COMBINING GLAGOLITIC LETTER VEDE"
"1E003","◌𞀃","COMBINING GLAGOLITIC LETTER GLAGOLI"
"1E004","◌𞀄","COMBINING GLAGOLITIC LETTER DOBRO"
"1E005","◌𞀅","COMBINING GLAGOLITIC LETTER YESTU"
"1E006","◌𞀆","COMBINING GLAGOLITIC LETTER ZHIVETE"
"1E008","◌𞀈","COMBINING GLAGOLITIC LETTER ZEMLJA"
"1E009","◌𞀉","COMBINING GLAGOLITIC LETTER IZHE"
"1E00A","◌𞀊","COMBINING GLAGOLITIC LETTER INITIAL IZHE"
"1E00B","◌𞀋","COMBINING GLAGOLITIC LETTER I"
"1E00C","◌𞀌","COMBINING GLAGOLITIC LETTER DJERVI"
"1E00D","◌𞀍","COMBINING GLAGOLITIC LETTER KAKO"
"1E00E","◌𞀎","COMBINING GLAGOLITIC LETTER LJUDIJE"
"1E00F","◌𞀏","COMBINING GLAGOLITIC LETTER MYSLITE"
"1E010","◌𞀐","COMBINING GLAGOLITIC LETTER NASHI"
"1E011","◌𞀑","COMBINING GLAGOLITIC LETTER ONU"
"1E012","◌𞀒","COMBINING GLAGOLITIC LETTER POKOJI"
"1E013","◌𞀓","COMBINING GLAGOLITIC LETTER RITSI"
"1E014","◌𞀔","COMBINING GLAGOLITIC LETTER SLOVO"
"1E015","◌𞀕","COMBINING GLAGOLITIC LETTER TVRIDO"
"1E016","◌𞀖","COMBINING GLAGOLITIC LETTER UKU"
"1E017","◌𞀗","COMBINING GLAGOLITIC LETTER FRITU"
"1E018","◌𞀘","COMBINING GLAGOLITIC LETTER HERU"
"1E01B","◌𞀛","COMBINING GLAGOLITIC LETTER SHTA"
"1E01C","◌𞀜","COMBINING GLAGOLITIC LETTER TSI"
"1E01D","◌𞀝","COMBINING GLAGOLITIC LETTER CHRIVI"
"1E01E","◌𞀞","COMBINING GLAGOLITIC LETTER SHA"
"1E01F","◌𞀟","COMBINING GLAGOLITIC LETTER YERU"
"1E020","◌𞀠","COMBINING GLAGOLITIC LETTER YERI"
"1E021","◌𞀡","COMBINING GLAGOLITIC LETTER YATI"
"1E023","◌𞀣","COMBINING GLAGOLITIC LETTER YU"
"1E024","◌𞀤","COMBINING GLAGOLITIC LETTER SMALL YUS"
"1E026","◌𞀦","COMBINING GLAGOLITIC LETTER YO"
"1E027","◌𞀧","COMBINING GLAGOLITIC LETTER IOTATED SMALL YUS"
"1E028","◌𞀨","COMBINING GLAGOLITIC LETTER BIG YUS"
"1E029","◌𞀩","COMBINING GLAGOLITIC LETTER IOTATED BIG YUS"
"1E02A","◌𞀪","COMBINING GLAGOLITIC LETTER FITA"
"1E08F","◌𞂏","COMBINING CYRILLIC SMALL LETTER BYELORUSSIAN-UKRAINIAN I"
"1E130","◌𞄰","NYIAKENG PUACHUE HMONG TONE-B"
"1E131","◌𞄱","NYIAKENG PUACHUE HMONG TONE-M"
"1E132","◌𞄲","NYIAKENG PUACHUE HMONG TONE-J"
"1E133","◌𞄳","NYIAKENG PUACHUE HMONG TONE-V"
"1E134","◌𞄴","NYIAKENG PUACHUE HMONG TONE-S"
"1E135","◌𞄵","NYIAKENG PUACHUE HMONG TONE-G"
"1E136","◌𞄶","NYIAKENG PUACHUE HMONG TONE-D"
"1E2AE","◌𞊮","TOTO SIGN RISING TONE"
"1E2EC","◌𞋬","WANCHO TONE TUP"
"1E2ED","◌𞋭","WANCHO TONE TUPNI"
"1E2EE","◌𞋮","WANCHO TONE KOI"
"1E2EF","◌𞋯","WANCHO TONE KOINI"
"1E4EC","◌𞓬","NAG MUNDARI SIGN MUHOR"
"1E4ED","◌𞓭","NAG MUNDARI SIGN TOYOR"
"1E4EE","◌𞓮","NAG MUNDARI SIGN IKIR"
"1E4EF","◌𞓯","NAG MUNDARI SIGN SUTUH"
"1E8D0","◌𞣐","MENDE KIKAKUI COMBINING NUMBER TEENS"
"1E8D1","◌𞣑","MENDE KIKAKUI COMBINING NUMBER TENS"
"1E8D2","◌𞣒","MENDE KIKAKUI COMBINING NUMBER HUNDREDS"
"1E8D3","◌𞣓","MENDE KIKAKUI COMBINING NUMBER THOUSANDS"
"1E8D4","◌𞣔","MENDE KIKAKUI COMBINING NUMBER TEN THOUSANDS"
"1E8D5","◌𞣕","MENDE KIKAKUI COMBINING NUMBER HUNDRED THOUSANDS"
"1E8D6","◌𞣖","MENDE KIKAKUI COMBINING NUMBER MILLIONS"
"1E944","◌𞥄","ADLAM ALIF LENGTHENER"
"1E945","◌𞥅","ADLAM VOWEL LENGTHENER"
"1E946","◌𞥆","ADLAM GEMINATION MARK"
"1E947","◌𞥇","ADLAM HAMZA"
"1E948","◌𞥈","ADLAM CONSONANT MODIFIER"
"1E949","◌𞥉","ADLAM GEMINATE CONSONANT MODIFIER"
"1E94A","◌𞥊","ADLAM NUKTA"
"E0100","◌󠄀","VARIATION SELECTOR-17"
"E0101","◌󠄁","VARIATION SELECTOR-18"
"E0102","◌󠄂","VARIATION SELECTOR-19"
"E0103","◌󠄃","VARIATION SELECTOR-20"
"E0104","◌󠄄","VARIATION SELECTOR-21"
"E0105","◌󠄅","VARIATION SELECTOR-22"
"E0106","◌󠄆","VARIATION SELECTOR-23"
"E0107","◌󠄇","VARIATION SELECTOR-24"
"E0108","◌󠄈","VARIATION SELECTOR-25"
"E0109","◌󠄉","VARIATION SELECTOR-26"
"E010A","◌󠄊","VARIATION SELECTOR-27"
"E010B","◌󠄋","VARIATION SELECTOR-28"
"E010C","◌󠄌","VARIATION SELECTOR-29"
"E010D","◌󠄍","VARIATION SELECTOR-30"
"E010E","◌󠄎","VARIATION SELECTOR-31"
"E010F","◌󠄏","VARIATION SELECTOR-32"
"E0110","◌󠄐","VARIATION SELECTOR-33"
"E0111","◌󠄑","VARIATION SELECTOR-34"
"E0112","◌󠄒","VARIATION SELECTOR-35"
"E0113","◌󠄓","VARIATION SELECTOR-36"
"E0114","◌󠄔","VARIATION SELECTOR-37"
"E0115","◌󠄕","VARIATION SELECTOR-38"
"E0116","◌󠄖","VARIATION SELECTOR-39"
"E0117","◌󠄗","VARIATION SELECTOR-40"
"E0118","◌󠄘","VARIATION SELECTOR-41"
"E0119","◌󠄙","VARIATION SELECTOR-42"
"E011A","◌󠄚","VARIATION SELECTOR-43"
"E011B","◌󠄛","VARIATION SELECTOR-44"
"E011C","◌󠄜","VARIATION SELECTOR-45"
"E011D","◌󠄝","VARIATION SELECTOR-46"
"E011E","◌󠄞","VARIATION SELECTOR-47"
"E011F","◌󠄟","VARIATION SELECTOR-48"
"E0120","◌󠄠","VARIATION SELECTOR-49"
"E0121","◌󠄡","VARIATION SELECTOR-50"
"E0122","◌󠄢","VARIATION SELECTOR-51"
"E0123","◌󠄣","VARIATION SELECTOR-52"
"E0124","◌󠄤","VARIATION SELECTOR-53"
"E0125","◌󠄥","VARIATION SELECTOR-54"
"E0126","◌󠄦","VARIATION SELECTOR-55"
"E0127","◌󠄧","VARIATION SELECTOR-56"
"E0128","◌󠄨","VARIATION SELECTOR-57"
"E0129","◌󠄩","VARIATION SELECTOR-58"
"E012A","◌󠄪","VARIATION SELECTOR-59"
"E012B","◌󠄫","VARIATION SELECTOR-60"
"E012C","◌󠄬","VARIATION SELECTOR-61"
"E012D","◌󠄭","VARIATION SELECTOR-62"
"E012E","◌󠄮","VARIATION SELECTOR-63"
"E012F","◌󠄯","VARIATION SELECTOR-64"
"E0130","◌󠄰","VARIATION SELECTOR-65"
"E0131","◌󠄱","VARIATION SELECTOR-66"
"E0132","◌󠄲","VARIATION SELECTOR-67"
"E0133","◌󠄳","VARIATION SELECTOR-68"
"E0134","◌󠄴","VARIATION SELECTOR-69"
"E0135","◌󠄵","VARIATION SELECTOR-70"
"E0136","◌󠄶","VARIATION SELECTOR-71"
"E0137","◌󠄷","VARIATION SELECTOR-72"
"E0138","◌󠄸","VARIATION SELECTOR-73"
"E0139","◌󠄹","VARIATION SELECTOR-74"
"E013A","◌󠄺","VARIATION SELECTOR-75"
"E013B","◌󠄻","VARIATION SELECTOR-76"
"E013C","◌󠄼","VARIATION SELECTOR-77"
"E013D","◌󠄽","VARIATION SELECTOR-78"
"E013E","◌󠄾","VARIATION SELECTOR-79"
"E013F","◌󠄿","VARIATION SELECTOR-80"
"E0140","◌󠅀","VARIATION SELECTOR-81"
"E0141","◌󠅁","VARIATION SELECTOR-82"
"E0142","◌󠅂","VARIATION SELECTOR-83"
"E0143","◌󠅃","VARIATION SELECTOR-84"
"E0144","◌󠅄","VARIATION SELECTOR-85"
"E0145","◌󠅅","VARIATION SELECTOR-86"
"E0146","◌󠅆","VARIATION SELECTOR-87"
"E0147","◌󠅇","VARIATION SELECTOR-88"
"E0148","◌󠅈","VARIATION SELECTOR-89"
"E0149","◌󠅉","VARIATION SELECTOR-90"
"E014A","◌󠅊","VARIATION SELECTOR-91"
"E014B","◌󠅋","VARIATION SELECTOR-92"
"E014C","◌󠅌","VARIATION SELECTOR-93"
"E014D","◌󠅍","VARIATION SELECTOR-94"
"E014E","◌󠅎","VARIATION SELECTOR-95"
"E014F","◌󠅏","VARIATION SELECTOR-96"
"E0150","◌󠅐","VARIATION SELECTOR-97"
"E0151","◌󠅑","VARIATION SELECTOR-98"
"E0152","◌󠅒","VARIATION SELECTOR-99"
"E0153","◌󠅓","VARIATION SELECTOR-100"
"E0154","◌󠅔","VARIATION SELECTOR-101"
"E0155","◌󠅕","VARIATION SELECTOR-102"
"E0156","◌󠅖","VARIATION SELECTOR-103"
"E0157","◌󠅗","VARIATION SELECTOR-104"
"E0158","◌󠅘","VARIATION SELECTOR-105"
"E0159","◌󠅙","VARIATION SELECTOR-106"
"E015A","◌󠅚","VARIATION SELECTOR-107"
"E015B","◌󠅛","VARIATION SELECTOR-108"
"E015C","◌󠅜","VARIATION SELECTOR-109"
"E015D","◌󠅝","VARIATION SELECTOR-110"
"E015E","◌󠅞","VARIATION SELECTOR-111"
"E015F","◌󠅟","VARIATION SELECTOR-112"
"E0160","◌󠅠","VARIATION SELECTOR-113"
"E0161","◌󠅡","VARIATION SELECTOR-114"
"E0162","◌󠅢","VARIATION SELECTOR-115"
"E0163","◌󠅣","VARIATION SELECTOR-116"
"E0164","◌󠅤","VARIATION SELECTOR-117"
"E0165","◌󠅥","VARIATION SELECTOR-118"
"E0166","◌󠅦","VARIATION SELECTOR-119"
"E0167","◌󠅧","VARIATION SELECTOR-120"
"E0168","◌󠅨","VARIATION SELECTOR-121"
"E0169","◌󠅩","VARIATION SELECTOR-122"
"E016A","◌󠅪","VARIATION SELECTOR-123"
"E016B","◌󠅫","VARIATION SELECTOR-124"
"E016C","◌󠅬","VARIATION SELECTOR-125"
"E016D","◌󠅭","VARIATION SELECTOR-126"
"E016E","◌󠅮","VARIATION SELECTOR-127"
"E016F","◌󠅯","VARIATION SELECTOR-128"
"E0170","◌󠅰","VARIATION SELECTOR-129"
"E0171","◌󠅱","VARIATION SELECTOR-130"
"E0172","◌󠅲","VARIATION SELECTOR-131"
"E0173","◌󠅳","VARIATION SELECTOR-132"
"E0174","◌󠅴","VARIATION SELECTOR-133"
"E0175","◌󠅵","VARIATION SELECTOR-134"
"E0176","◌󠅶","VARIATION SELECTOR-135"
"E0177","◌󠅷","VARIATION SELECTOR-136"
"E0178","◌󠅸","VARIATION SELECTOR-137"
"E0179","◌󠅹","VARIATION SELECTOR-138"
"E017A","◌󠅺","VARIATION SELECTOR-139"
"E017B","◌󠅻","VARIATION SELECTOR-140"
"E017C","◌󠅼","VARIATION SELECTOR-141"
"E017D","◌󠅽","VARIATION SELECTOR-142"
"E017E","◌󠅾","VARIATION SELECTOR-143"
"E017F","◌󠅿","VARIATION SELECTOR-144"
"E0180","◌󠆀","VARIATION SELECTOR-145"
"E0181","◌󠆁","VARIATION SELECTOR-146"
"E0182","◌󠆂","VARIATION SELECTOR-147"
"E0183","◌󠆃","VARIATION SELECTOR-148"
"E0184","◌󠆄","VARIATION SELECTOR-149"
"E0185","◌󠆅","VARIATION SELECTOR-150"
"E0186","◌󠆆","VARIATION SELECTOR-151"
"E0187","◌󠆇","VARIATION SELECTOR-152"
"E0188","◌󠆈","VARIATION SELECTOR-153"
"E0189","◌󠆉","VARIATION SELECTOR-154"
"E018A","◌󠆊","VARIATION SELECTOR-155"
"E018B","◌󠆋","VARIATION SELECTOR-156"
"E018C","◌󠆌","VARIATION SELECTOR-157"
"E018D","◌󠆍","VARIATION SELECTOR-158"
"E018E","◌󠆎","VARIATION SELECTOR-159"
"E018F","◌󠆏","VARIATION SELECTOR-160"
"E0190","◌󠆐","VARIATION SELECTOR-161"
"E0191","◌󠆑","VARIATION SELECTOR-162"
"E0192","◌󠆒","VARIATION SELECTOR-163"
"E0193","◌󠆓","VARIATION SELECTOR-164"
"E0194","◌󠆔","VARIATION SELECTOR-165"
"E0195","◌󠆕","VARIATION SELECTOR-166"
"E0196","◌󠆖","VARIATION SELECTOR-167"
"E0197","◌󠆗","VARIATION SELECTOR-168"
"E0198","◌󠆘","VARIATION SELECTOR-169"
"E0199","◌󠆙","VARIATION SELECTOR-170"
"E019A","◌󠆚","VARIATION SELECTOR-171"
"E019B","◌󠆛","VARIATION SELECTOR-172"
"E019C","◌󠆜","VARIATION SELECTOR-173"
"E019D","◌󠆝","VARIATION SELECTOR-174"
"E019E","◌󠆞","VARIATION SELECTOR-175"
"E019F","◌󠆟","VARIATION SELECTOR-176"
"E01A0","◌󠆠","VARIATION SELECTOR-177"
"E01A1","◌󠆡","VARIATION SELECTOR-178"
"E01A2","◌󠆢","VARIATION SELECTOR-179"
"E01A3","◌󠆣","VARIATION SELECTOR-180"
"E01A4","◌󠆤","VARIATION SELECTOR-181"
"E01A5","◌󠆥","VARIATION SELECTOR-182"
"E01A6","◌󠆦","VARIATION SELECTOR-183"
"E01A7","◌󠆧","VARIATION SELECTOR-184"
"E01A8","◌󠆨","VARIATION SELECTOR-185"
"E01A9","◌󠆩","VARIATION SELECTOR-186"
"E01AA","◌󠆪","VARIATION SELECTOR-187"
"E01AB","◌󠆫","VARIATION SELECTOR-188"
"E01AC","◌󠆬","VARIATION SELECTOR-189"
"E01AD","◌󠆭","VARIATION SELECTOR-190"
"E01AE","◌󠆮","VARIATION SELECTOR-191"
"E01AF","◌󠆯","VARIATION SELECTOR-192"
"E01B0","◌󠆰","VARIATION SELECTOR-193"
"E01B1","◌󠆱","VARIATION SELECTOR-194"
"E01B2","◌󠆲","VARIATION SELECTOR-195"
"E01B3","◌󠆳","VARIATION SELECTOR-196"
"E01B4","◌󠆴","VARIATION SELECTOR-197"
"E01B5","◌󠆵","VARIATION SELECTOR-198"
"E01B6","◌󠆶","VARIATION SELECTOR-199"
"E01B7","◌󠆷","VARIATION SELECTOR-200"
"E01B8","◌󠆸","VARIATION SELECTOR-201"
"E01B9","◌󠆹","VARIATION SELECTOR-202"
"E01BA","◌󠆺","VARIATION SELECTOR-203"
"E01BB","◌󠆻","VARIATION SELECTOR-204"
"E01BC","◌󠆼","VARIATION SELECTOR-205"
"E01BD","◌󠆽","VARIATION SELECTOR-206"
"E01BE","◌󠆾","VARIATION SELECTOR-207"
"E01BF","◌󠆿","VARIATION SELECTOR-208"
"E01C0","◌󠇀","VARIATION SELECTOR-209"
"E01C1","◌󠇁","VARIATION SELECTOR-210"
"E01C2","◌󠇂","VARIATION SELECTOR-211"
"E01C3","◌󠇃","VARIATION SELECTOR-212"
"E01C4","◌󠇄","VARIATION SELECTOR-213"
"E01C5","◌󠇅","VARIATION SELECTOR-214"
"E01C6","◌󠇆","VARIATION SELECTOR-215"
"E01C7","◌󠇇","VARIATION SELECTOR-216"
"E01C8","◌󠇈","VARIATION SELECTOR-217"
"E01C9","◌󠇉","VARIATION SELECTOR-218"
"E01CA","◌󠇊","VARIATION SELECTOR-219"
"E01CB","◌󠇋","VARIATION SELECTOR-220"
"E01CC","◌󠇌","VARIATION SELECTOR-221"
"E01CD","◌󠇍","VARIATION SELECTOR-222"
"E01CE","◌󠇎","VARIATION SELECTOR-223"
"E01CF","◌󠇏","VARIATION SELECTOR-224"
"E01D0","◌󠇐","VARIATION SELECTOR-225"
"E01D1","◌󠇑","VARIATION SELECTOR-226"
"E01D2","◌󠇒","VARIATION SELECTOR-227"
"E01D3","◌󠇓","VARIATION SELECTOR-228"
"E01D4","◌󠇔","VARIATION SELECTOR-229"
"E01D5","◌󠇕","VARIATION SELECTOR-230"
"E01D6","◌󠇖","VARIATION SELECTOR-231"
"E01D7","◌󠇗","VARIATION SELECTOR-232"
"E01D8","◌󠇘","VARIATION SELECTOR-233"
"E01D9","◌󠇙","VARIATION SELECTOR-234"
"E01DA","◌󠇚","VARIATION SELECTOR-235"
"E01DB","◌󠇛","VARIATION SELECTOR-236"
"E01DC","◌󠇜","VARIATION SELECTOR-237"
"E01DD","◌󠇝","VARIATION SELECTOR-238"
"E01DE","◌󠇞","VARIATION SELECTOR-239"
"E01DF","◌󠇟","VARIATION SELECTOR-240"
"E01E0","◌󠇠","VARIATION SELECTOR-241"
"E01E1","◌󠇡","VARIATION SELECTOR-242"
"E01E2","◌󠇢","VARIATION SELECTOR-243"
"E01E3","◌󠇣","VARIATION SELECTOR-244"
"E01E4","◌󠇤","VARIATION SELECTOR-245"
"E01E5","◌󠇥","VARIATION SELECTOR-246"
"E01E6","◌󠇦","VARIATION SELECTOR-247"
"E01E7","◌󠇧","VARIATION SELECTOR-248"
"E01E8","◌󠇨","VARIATION SELECTOR-249"
"E01E9","◌󠇩","VARIATION SELECTOR-250"
"E01EA","◌󠇪","VARIATION SELECTOR-251"
"E01EB","◌󠇫","VARIATION SELECTOR-252"
"E01EC","◌󠇬","VARIATION SELECTOR-253"
"E01ED","◌󠇭","VARIATION SELECTOR-254"
"E01EE","◌󠇮","VARIATION SELECTOR-255"
"E01EF","◌󠇯","VARIATION SELECTOR-256"
